"age","juv_fel_count","decile_score","juv_misd_count","juv_other_count","v_decile_score","priors_count","sex","two_year_recid","race","c_jail_in","c_jail_out","c_offense_date","screening_date","in_custody","out_custody"
"31","0","8","0","0","8","0","Male","1","African-American","0.810014476709529","0.810184790939283","0.810014476709529","0.810099633824406","0.817593459933577","0.817848931278208"
"22","0","4","0","0","6","1","Male","1","African-American","0.816145788980669","0.816230946095546","0.816145788980669","0.816230946095546","0.851826620114111","0.85267819126288"
"27","0","2","0","0","2","9","Female","1","African-American","0.818870816656732","0.824406029123733","0.818870816656732","0.824661500468364","0.853444605296773","0.857532146810866"
"38","0","1","0","0","1","1","Male","1","Caucasian","0.82951545601635","0.829600613131227","0.82951545601635","0.829600613131227","0.852763348377757","0.852933662607511"
"31","0","10","0","0","10","23","Male","1","African-American","0.839649152686707","0.844332794004939","0.839649152686707","0.839649152686707","0.845780464957847","0.848675806863664"
"47","0","9","0","0","5","20","Male","0","African-American","0.816145788980669","0.816316103210423","0.816145788980669","0.816230946095546","0.816145788980669","0.816316103210423"
"35","0","9","0","1","3","1","Male","1","African-American","0.834284254449459","0.841096823639615","0.735672315421954","0.834369411564336","0.863578301967129","0.8699650855829"
"23","0","6","0","0","4","2","Male","1","Hispanic","0.80635272076982","0.807970705952482","0.80635272076982","0.807970705952482","0.831985012347782","0.835561611172614"
"65","0","2","0","0","1","2","Male","1","African-American","0.820403644724517","0.820829430298901","0.820403644724517","0.821936472792302","0.866473643872946","0.869879928468024"
"35","0","4","0","0","3","0","Male","0","African-American","0.814868432257515","0.814953589372392","0.814868432257515","0.814953589372392","0.814868432257515","0.814953589372392"
"33","0","3","0","0","2","0","Female","0","African-American","0.800647194073065","0.800732351187942","0.800647194073065","0.800732351187942","0.84765392148514","0.861279059865452"
"53","0","1","0","0","1","1","Male","0","Caucasian","0.795708081410202","0.795793238525079","0.795708081410202","0.796559652558971","0.795708081410202","0.795793238525079"
"52","0","1","0","0","1","0","Male","0","Hispanic","0.808481648641744","0.808651962871498","0.808481648641744","0.808566805756621","0.808481648641744","0.808651962871498"
"21","0","5","0","0","7","0","Male","0","African-American","0.811632461892191","0.811717619007068","0.811632461892191","0.811717619007068","0.834880354253598","0.836072553861875"
"37","0","4","0","0","2","11","Male","0","African-American","0.815123903602146","0.8152942178319","0.815123903602146","0.815209060717023","0.880780039172273","0.881801924550796"
"30","0","9","0","0","8","4","Male","1","Other","0.791109597206847","0.791194754321724","0.791109597206847","0.791194754321724","0.793323682193647","0.793919781997786"
"54","0","1","0","0","1","0","Male","0","Other","0.816145788980669","0.816145788980669","0.816060631865792","0.816145788980669","0.816145788980669","0.816145788980669"
"31","0","1","0","0","1","0","Female","0","African-American","0.815975474750915","0.815975474750915","0.815890317636038","0.815975474750915","0.815975474750915","0.815975474750915"
"59","0","3","0","0","1","2","Female","0","Caucasian","0.820573958954271","0.823043515285702","0.784297028016691","0.81835987396747","0.820573958954271","0.823043515285702"
"27","0","2","0","0","2","0","Male","0","African-American","0.805160521161543","0.80524567827642","0.805160521161543","0.80524567827642","0.805160521161543","0.80524567827642"
"36","0","7","0","0","2","0","Male","1","African-American","0.806608192114451","0.806693349229328","0.806608192114451","0.806693349229328","0.806608192114451","0.806693349229328"
"28","0","2","0","0","2","0","Female","0","Caucasian","0.792046325470493","0.79213148258537","0.792046325470493","0.79213148258537","0.823128672400579","0.823213829515456"
"34","0","9","0","1","3","15","Female","1","Caucasian","0.832240483692413","0.832495955037043","0.832155326577536","0.83258111215192","0.855573533168696","0.864174401771268"
"29","0","9","0","0","4","7","Male","1","Hispanic","0.804734735587158","0.804819892702035","0.804734735587158","0.804905049816912","0.823980243549349","0.825172443157626"
"23","0","10","0","1","9","2","Male","1","African-American","0.783445456867921","0.790258026058077","0.783445456867921","0.783445456867921","0.794771353146555","0.796644809673848"
"27","0","4","0","0","3","3","Male","0","African-American","0.79213148258537","0.792216639700247","0.79213148258537","0.792216639700247","0.832410797922166","0.832495955037043"
"21","0","6","0","1","6","0","Male","1","Asian","0.794430724687048","0.794515881801925","0.794430724687048","0.794515881801925","0.840500723835476","0.843821851315677"
"48","0","1","0","0","1","3","Male","1","Caucasian","0.830877969854381","0.830963126969258","0.830792812739504","0.831133441199012","0.842459337477646","0.845780464957847"
"30","0","9","0","0","4","15","Male","1","African-American","0.829089670441965","0.830792812739504","0.790087711828323","0.811206676317806","0.829089670441965","0.830792812739504"
"32","0","2","0","0","1","2","Female","0","African-American","0.805756620965682","0.805756620965682","0.805671463850805","0.80941837690539","0.805756620965682","0.805756620965682"
"36","0","5","1","0","2","4","Male","0","African-American","0.804990206931789","0.805160521161543","0.804990206931789","0.805075364046666","0.804990206931789","0.805160521161543"
"44","0","8","0","0","5","14","Male","1","African-American","0.806182406540066","0.80635272076982","0.806182406540066","0.806267563654943","0.806182406540066","0.80635272076982"
"53","0","1","0","0","1","2","Male","0","Caucasian","0.792557268159755","0.792642425274632","0.792557268159755","0.792727582389509","0.792557268159755","0.792642425274632"
"33","0","2","0","0","1","3","Male","1","African-American","0.788725197990292","0.788895512220046","0.788725197990292","0.788810355105169","0.794515881801925","0.794601038916801"
"47","0","5","0","0","1","2","Male","1","Caucasian","0.843140594396662","0.843310908626416","0.843140594396662","0.843140594396662","0.855829004513327","0.855914161628204"
"57","0","7","0","0","2","20","Male","1","African-American","0.823554457974964","0.826364642765903","0.823554457974964","0.823554457974964","0.837775696159414","0.83956399557183"
"24","0","6","0","0","4","1","Male","0","African-American","0.804649578472281","0.804734735587158","0.804649578472281","0.804734735587158","0.804649578472281","0.804734735587158"
"44","0","1","0","0","1","1","Male","0","African-American","0.81222856169633","0.812313718811207","0.81222856169633","0.812313718811207","0.849953163586818","0.850038320701695"
"46","0","1","0","0","1","0","Male","0","African-American","0.78710721280763","0.787192369922507","0.78710721280763","0.787192369922507","0.78710721280763","0.787192369922507"
"37","0","3","0","0","5","6","Male","0","African-American","0.789321297794431","0.789406454909308","0.789321297794431","0.789321297794431","0.789321297794431","0.789406454909308"
"27","0","8","1","0","7","10","Male","1","African-American","0.80218002214085","0.80218002214085","0.80218002214085","0.80218002214085","0.802776121944988","0.802946436174742"
"40","0","2","0","0","1","1","Male","0","Caucasian","0.785829856084476","0.78600017031423","0.785829856084476","0.785915013199353","0.785829856084476","0.78600017031423"
"26","0","6","1","0","6","8","Male","0","African-American","0.790002554713446","0.793493996423401","0.790002554713446","0.794430724687048","0.865962701183684","0.866388486758069"
"28","0","1","0","0","3","0","Male","0","African-American","0.816060631865792","0.816145788980669","0.816060631865792","0.816145788980669","0.816060631865792","0.816145788980669"
"23","0","4","0","0","5","0","Male","0","Hispanic","0.816827045899685","0.816827045899685","0.816827045899685","0.816827045899685","0.816827045899685","0.816827045899685"
"46","0","8","0","0","1","2","Female","0","Caucasian","0.785829856084476","0.787532998382015","0.785829856084476","0.785915013199353","0.798518266201141","0.806948820573959"
"23","0","5","0","0","4","0","Male","1","African-American","0.785233756280337","0.785318913395214","0.785233756280337","0.785318913395214","0.821510687217917","0.821766158562548"
"50","0","8","0","0","6","18","Male","1","African-American","0.805330835391297","0.826534956995657","0.805330835391297","0.805415992506174","0.827131056799796","0.827131056799796"
"45","0","1","0","0","1","0","Male","0","African-American","0.792301796815124","0.792472111044878","0.792301796815124","0.792386953930001","0.792301796815124","0.792472111044878"
"62","0","1","0","0","1","0","Male","0","Caucasian","0.783019671293537","0.783275142638167","0.783019671293537","0.783104828408414","0.783019671293537","0.783275142638167"
"34","0","1","0","0","1","0","Male","1","Caucasian","0.807970705952482","0.807970705952482","0.807970705952482","0.807970705952482","0.817167674359193","0.819977859150132"
"24","0","10","0","0","5","1","Male","0","Hispanic","0.800476879843311","0.800987822532573","0.800476879843311","0.800987822532573","0.80941837690539","0.809759005364898"
"21","0","2","0","0","5","0","Male","0","Caucasian","0.783360299753044","0.783445456867921","0.783360299753044","0.783445456867921","0.783360299753044","0.783445456867921"
"25","0","2","0","0","3","0","Male","1","Caucasian","0.842799965937154","0.842885123052031","0.842799965937154","0.842885123052031","0.87192369922507","0.872008856339947"
"68","0","1","0","0","1","0","Male","0","Caucasian","0.782849357063783","0.783104828408414","0.782849357063783","0.78293451417866","0.782849357063783","0.783104828408414"
"41","0","2","0","0","2","2","Male","0","Caucasian","0.813676232649238","0.813676232649238","0.813676232649238","0.817678617048454","0.813676232649238","0.813676232649238"
"37","0","3","0","0","1","1","Female","0","Hispanic","0.816145788980669","0.816316103210423","0.816145788980669","0.816230946095546","0.816145788980669","0.816316103210423"
"22","0","8","0","0","5","0","Male","0","African-American","0.80916290556076","0.80916290556076","0.80916290556076","0.80916290556076","0.80916290556076","0.80916290556076"
"45","0","4","0","0","2","0","Male","1","African-American","0.83453972579409","0.834795197138721","0.83453972579409","0.834624882908967","0.843310908626416","0.845610150728093"
"36","0","10","0","0","6","4","Female","1","African-American","0.782593885719152","0.782679042834029","0.782593885719152","0.782679042834029","0.836838967895768","0.84961253512731"
"48","0","6","0","0","1","2","Male","0","African-American","0.790002554713446","0.790087711828323","0.790002554713446","0.790002554713446","0.790002554713446","0.790087711828323"
"23","0","9","0","1","8","6","Male","1","African-American","0.819381759345993","0.820063016265009","0.819381759345993","0.81946691646087","0.819381759345993","0.820063016265009"
"24","0","8","0","0","7","0","Male","0","African-American","0.790513497402708","0.790598654517585","0.790428340287831","0.790513497402708","0.790513497402708","0.790598654517585"
"29","0","2","0","0","3","0","Male","0","African-American","0.791961168355616","0.792046325470493","0.791961168355616","0.792046325470493","0.832410797922166","0.832410797922166"
"24","0","3","0","0","4","0","Male","0","African-American","0.798944051775526","0.799029208890403","0.798944051775526","0.799199523120157","0.798944051775526","0.799029208890403"
"50","0","9","0","0","6","11","Male","0","African-American","0.803712850208635","0.803883164438389","0.803712850208635","0.803712850208635","0.803712850208635","0.803883164438389"
"23","0","2","0","0","4","0","Male","0","African-American","0.787703312611769","0.787703312611769","0.787703312611769","0.787703312611769","0.787703312611769","0.787703312611769"
"22","0","5","0","0","6","0","Female","0","Caucasian","0.782593885719152","0.782764199948906","0.782593885719152","0.782679042834029","0.782593885719152","0.782764199948906"
"36","0","1","0","0","1","0","Male","0","Other","0.80916290556076","0.809759005364898","0.80916290556076","0.809248062675637","0.80916290556076","0.809759005364898"
"30","0","5","0","0","6","22","Male","1","Caucasian","0.840585880950353","0.840841352294984","0.840585880950353","0.84067103806523","0.840585880950353","0.840841352294984"
"21","0","10","0","0","9","0","Male","1","African-American","0.78600017031423","0.786085327429107","0.78600017031423","0.786085327429107","0.805926935195436","0.805926935195436"
"53","0","1","0","0","1","0","Female","0","Caucasian","0.807459763263221","0.807544920378098","0.807459763263221","0.807459763263221","0.838882738652814","0.839223367112322"
"24","0","3","0","0","3","1","Male","0","Caucasian","0.811291833432683","0.81137699054756","0.811291833432683","0.81444264668313","0.819381759345993","0.821084901643532"
"71","0","1","0","0","2","8","Male","0","African-American","0.793834624882909","0.795963552754833","0.793834624882909","0.793919781997786","0.793834624882909","0.795963552754833"
"37","0","5","0","0","3","0","Female","0","African-American","0.814272332453376","0.817423145703824","0.814272332453376","0.814272332453376","0.814272332453376","0.817423145703824"
"20","0","5","0","2","8","0","Male","1","African-American","0.834624882908967","0.835306139827983","0.83453972579409","0.834624882908967","0.862045473899344","0.862130631014221"
"29","0","5","0","0","4","3","Female","0","African-American","0.80132845099208","0.801413608106957","0.80132845099208","0.801413608106957","0.80132845099208","0.801413608106957"
"22","0","5","0","0","5","2","Male","1","African-American","0.842714808822277","0.842799965937154","0.842714808822277","0.842799965937154","0.863918930426637","0.864004087541514"
"26","0","7","0","0","7","4","Male","1","African-American","0.791961168355616","0.799029208890403","0.791961168355616","0.792046325470493","0.828067785063442","0.829345141786596"
"47","0","10","0","0","2","19","Female","1","African-American","0.806182406540066","0.808822277101252","0.806182406540066","0.806267563654943","0.815720003406285","0.828919356212212"
"21","0","4","0","0","6","1","Male","1","Other","0.806437877884697","0.806523034999574","0.806437877884697","0.806523034999574","0.806437877884697","0.806523034999574"
"23","0","10","0","0","10","0","Female","0","Other","0.814102018223623","0.8141871753385","0.814102018223623","0.8141871753385","0.814102018223623","0.8141871753385"
"20","0","8","0","0","6","1","Female","1","Caucasian","0.81333560418973","0.814783275142638","0.81333560418973","0.813420761304607","0.81333560418973","0.814783275142638"
"23","0","2","0","0","3","0","Female","0","African-American","0.818870816656732","0.818955973771609","0.818870816656732","0.818955973771609","0.818870816656732","0.818955973771609"
"27","0","7","0","0","4","3","Male","0","Native American","0.808566805756621","0.808651962871498","0.808566805756621","0.808566805756621","0.808566805756621","0.808651962871498"
"53","0","1","0","0","1","0","Female","0","African-American","0.804905049816912","0.804905049816912","0.804905049816912","0.804905049816912","0.804905049816912","0.804905049816912"
"23","0","7","0","0","7","0","Female","0","African-American","0.792812739504386","0.792897896619263","0.792812739504386","0.792897896619263","0.792812739504386","0.792897896619263"
"26","0","7","0","1","3","5","Male","1","African-American","0.833602997530444","0.835476454057737","0.833602997530444","0.833688154645321","0.833602997530444","0.835476454057737"
"25","0","6","0","0","5","6","Male","0","African-American","0.782508728604275","0.783019671293537","0.782508728604275","0.782593885719152","0.827131056799796","0.827131056799796"
"23","0","4","0","0","6","2","Male","0","Other","0.800562036958188","0.800647194073065","0.800562036958188","0.800647194073065","0.81946691646087","0.820573958954271"
"27","0","9","0","0","7","4","Male","1","African-American","0.819296602231116","0.819296602231116","0.819296602231116","0.819296602231116","0.819296602231116","0.819296602231116"
"26","0","3","0","0","4","2","Male","0","African-American","0.797326066592864","0.797326066592864","0.797240909477987","0.80635272076982","0.797326066592864","0.797326066592864"
"29","0","4","0","0","3","1","Male","0","African-American","0.79409009622754","0.794345567572171","0.79409009622754","0.794175253342417","0.859150131993528","0.859490760453036"
"27","0","2","0","0","4","1","Male","1","Other","0.829430298901473","0.82951545601635","0.829430298901473","0.82951545601635","0.849271906667802","0.849357063782679"
"28","0","2","0","0","2","0","Male","0","Hispanic","0.791365068551477","0.791450225666354","0.791365068551477","0.791450225666354","0.791365068551477","0.791450225666354"
"31","0","2","0","0","1","0","Male","0","African-American","0.804734735587158","0.804819892702035","0.804734735587158","0.804819892702035","0.804734735587158","0.804819892702035"
"41","0","6","0","0","3","8","Male","1","African-American","0.807970705952482","0.808055863067359","0.807970705952482","0.810440262283914","0.807970705952482","0.808055863067359"
"25","0","2","0","0","3","0","Male","0","Caucasian","0.794686196031678","0.794686196031678","0.794601038916801","0.794856510261432","0.794686196031678","0.794686196031678"
"47","0","1","0","0","1","0","Male","0","Caucasian","0.817934088393085","0.817934088393085","0.817848931278208","0.818019245507962","0.817934088393085","0.817934088393085"
"37","0","2","0","0","1","4","Male","0","African-American","0.789832240483692","0.789917397598569","0.789832240483692","0.789917397598569","0.80132845099208","0.801413608106957"
"35","0","5","0","0","3","4","Female","0","African-American","0.802265179255727","0.802435493485481","0.802265179255727","0.802350336370604","0.802265179255727","0.802435493485481"
"24","0","4","0","0","6","1","Male","1","Caucasian","0.801413608106957","0.801498765221834","0.80132845099208","0.801413608106957","0.801413608106957","0.801498765221834"
"21","0","9","2","1","8","2","Male","1","Caucasian","0.837775696159414","0.838286638848676","0.837775696159414","0.837860853274291","0.837775696159414","0.838286638848676"
"22","0","4","0","0","6","0","Male","1","Caucasian","0.80132845099208","0.801583922336711","0.801243293877203","0.80132845099208","0.80132845099208","0.801583922336711"
"57","0","6","0","0","5","11","Male","0","African-American","0.80635272076982","0.818274716852593","0.80635272076982","0.806437877884697","0.80635272076982","0.818274716852593"
"48","0","7","0","0","4","0","Male","0","Caucasian","0.813165289959976","0.814102018223623","0.813165289959976","0.813250447074853","0.843907008430554","0.844843736694201"
"36","0","1","0","0","1","0","Male","0","Other","0.787703312611769","0.788129098186153","0.787703312611769","0.787788469726646","0.787703312611769","0.788129098186153"
"37","0","7","0","0","4","3","Female","0","African-American","0.814016861108746","0.8164012603253","0.814016861108746","0.814102018223623","0.814016861108746","0.8164012603253"
"31","0","1","0","0","2","0","Male","0","Caucasian","0.782338414374521","0.782764199948906","0.782338414374521","0.782338414374521","0.782338414374521","0.782764199948906"
"22","0","9","1","0","9","1","Male","1","African-American","0.838286638848676","0.838627267308184","0.838286638848676","0.838371795963553","0.838286638848676","0.838627267308184"
"31","0","3","0","0","2","2","Male","0","Caucasian","0.793323682193647","0.793323682193647","0.793323682193647","0.793323682193647","0.793323682193647","0.793323682193647"
"24","0","5","0","0","4","0","Male","1","African-American","0.815464532061654","0.815549689176531","0.815464532061654","0.815549689176531","0.821681001447671","0.822191944136933"
"23","0","4","0","0","5","0","Female","0","Other","0.817763774163331","0.817848931278208","0.817763774163331","0.817848931278208","0.817763774163331","0.817848931278208"
"63","0","1","0","0","1","0","Male","0","African-American","0.807459763263221","0.807544920378098","0.807459763263221","0.807544920378098","0.807459763263221","0.807544920378098"
"30","0","1","0","0","2","0","Male","0","Other","0.804819892702035","0.804905049816912","0.804819892702035","0.804905049816912","0.804819892702035","0.804905049816912"
"26","0","5","0","0","4","2","Male","1","Caucasian","0.790428340287831","0.792727582389509","0.790428340287831","0.793664310653155","0.883675381078089","1"
"20","0","4","0","2","7","0","Male","0","Caucasian","0.819296602231116","0.819381759345993","0.819296602231116","0.819381759345993","0.819296602231116","0.819381759345993"
"24","0","5","0","0","4","1","Female","1","African-American","0.80132845099208","0.80132845099208","0.80132845099208","0.80132845099208","0.823043515285702","0.823128672400579"
"36","0","2","0","0","2","1","Female","0","African-American","0.814357489568253","0.81444264668313","0.814357489568253","0.81444264668313","0.814357489568253","0.81444264668313"
"83","0","1","0","0","1","0","Male","0","Hispanic","0.782764199948906","0.782849357063783","0.782679042834029","0.782764199948906","0.782764199948906","0.782849357063783"
"28","0","6","0","0","6","2","Male","0","Caucasian","0.806778506344205","0.806778506344205","0.806693349229328","0.806778506344205","0.806778506344205","0.806778506344205"
"36","0","2","0","0","1","3","Male","1","African-American","0.783104828408414","0.78318998552329","0.783104828408414","0.78318998552329","0.783104828408414","0.78318998552329"
"33","0","2","0","0","2","0","Female","0","African-American","0.814698118027761","0.814868432257515","0.814698118027761","0.814783275142638","0.814698118027761","0.814868432257515"
"39","0","3","0","0","2","0","Male","0","African-American","0.783360299753044","0.783360299753044","0.783360299753044","0.783360299753044","0.783360299753044","0.783360299753044"
"29","0","7","0","0","5","3","Male","0","Other","0.812398875926084","0.812398875926084","0.812398875926084","0.812398875926084","0.812398875926084","0.812398875926084"
"19","1","6","1","0","8","1","Female","1","Caucasian","0.794771353146555","0.794856510261432","0.774333645576088","0.782849357063783","0.794771353146555","0.794856510261432"
"35","0","6","0","0","2","7","Male","0","African-American","0.816827045899685","0.816912203014562","0.816827045899685","0.816912203014562","0.816827045899685","0.816912203014562"
"24","0","3","0","1","3","0","Male","0","African-American","0.820148173379886","0.820233330494763","0.820148173379886","0.820233330494763","0.820148173379886","0.820233330494763"
"26","0","2","0","0","2","0","Male","0","Caucasian","0.871157285191178","0.87192369922507","0.80524567827642","0.805330835391297","0.871157285191178","0.87192369922507"
"28","0","7","0","0","8","14","Male","1","African-American","0.788895512220046","0.788980669334923","0.788895512220046","0.788980669334923","0.814102018223623","0.81835987396747"
"32","0","5","0","0","2","0","Male","0","African-American","0.787873626841523","0.7879587839564","0.787873626841523","0.7879587839564","0.787873626841523","0.7879587839564"
"32","0","3","0","0","1","1","Female","1","Caucasian","0.832751426381674","0.832836583496551","0.832751426381674","0.832836583496551","0.85574384739845","0.855829004513327"
"33","0","8","0","0","6","5","Male","1","African-American","0.784552499361322","0.785063442050583","0.784467342246445","0.784552499361322","0.784552499361322","0.785063442050583"
"29","0","10","1","0","7","16","Male","0","African-American","0.790768968747339","0.792216639700247","0.790768968747339","0.790854125862216","0.857957932385251","1"
"34","0","3","0","0","2","1","Male","1","Caucasian","0.825598228732011","0.825683385846887","0.825598228732011","0.825683385846887","0.829600613131227","0.842714808822277"
"37","0","1","0","0","1","0","Female","1","Other","0.792386953930001","0.792472111044878","0.792386953930001","0.792472111044878","0.793579153538278","0.793664310653155"
"43","0","1","0","0","1","0","Male","0","Caucasian","0.786596270118368","0.786596270118368","0.786596270118368","0.786596270118368","0.786596270118368","0.786596270118368"
"47","0","4","0","0","5","2","Male","0","Caucasian","0.820148173379886","0.820148173379886","0.820063016265009","0.820403644724517","0.820148173379886","0.820148173379886"
"25","0","6","0","0","5","3","Male","1","African-American","0.817934088393085","0.818104402622839","0.817934088393085","0.817934088393085","0.817934088393085","0.818104402622839"
"39","0","2","0","0","2","2","Male","0","Caucasian","0.803201907519373","0.80328706463425","0.803201907519373","0.80328706463425","0.803201907519373","0.80328706463425"
"35","0","8","0","0","7","13","Male","1","African-American","0.803627693093758","0.804053478668143","0.803627693093758","0.803712850208635","0.803627693093758","0.804053478668143"
"21","0","3","0","0","7","0","Male","1","Other","0.789832240483692","0.789917397598569","0.789832240483692","0.789917397598569","0.791620539896108","0.791705697010985"
"43","1","8","0","0","4","20","Male","0","African-American","0.784722813591076","0.784807970705952","0.784722813591076","0.784722813591076","0.7890658264498","0.79102444009197"
"25","0","8","1","1","9","3","Male","1","African-American","0.801498765221834","0.801583922336711","0.801498765221834","0.801583922336711","0.864515030230776","0.865281444264668"
"22","0","7","0","1","9","1","Male","1","African-American","0.784722813591076","0.784807970705952","0.782253257259644","0.782338414374521","0.784722813591076","0.784807970705952"
"52","1","8","0","0","2","9","Male","1","African-American","0.790513497402708","0.793834624882909","0.790513497402708","0.790598654517585","0.79604870986971","0.807970705952482"
"26","0","4","0","0","3","5","Male","1","Caucasian","0.834710040023844","0.837690539044537","0.834710040023844","0.834795197138721","0.845014050923955","0.846376564761986"
"67","0","7","0","0","7","4","Male","1","African-American","0.827386528144426","0.829770927360981","0.827386528144426","0.827471685259303","0.831388912543643","0.833006897726305"
"56","0","1","0","0","1","4","Male","0","Caucasian","0.790854125862216","0.790854125862216","0.790768968747339","0.790939282977093","0.861364216980329","0.861364216980329"
"28","0","4","0","0","5","1","Male","1","African-American","0.789832240483692","0.790258026058077","0.789747083368815","0.789917397598569","0.80439410712765","0.818445031082347"
"29","0","4","0","0","5","2","Male","0","African-American","0.813505918419484","0.813591075534361","0.813505918419484","0.813591075534361","0.813505918419484","0.813591075534361"
"37","0","5","0","0","2","6","Male","1","African-American","0.838201481733799","0.839904624031338","0.838201481733799","0.838286638848676","0.842374180362769","0.84348122285617"
"43","0","2","0","0","2","3","Male","0","Other","0.792897896619263","0.79298305373414","0.792897896619263","0.79298305373414","0.792897896619263","0.79298305373414"
"51","0","1","0","0","1","0","Male","0","Caucasian","0.810866047858299","0.810951204973176","0.810866047858299","0.810951204973176","0.810866047858299","0.810951204973176"
"20","0","7","0","1","7","1","Male","1","African-American","0.826194328536149","0.826279485651026","0.826194328536149","0.826364642765903","0.835306139827983","0.83564676828749"
"26","0","7","0","0","4","4","Male","1","Caucasian","0.815805160521162","0.840756195180107","0.815805160521162","0.815805160521162","0.840756195180107","0.865196287149791"
"39","0","2","0","0","1","1","Female","1","Caucasian","0.841181980754492","0.842033551903262","0.841181980754492","0.841267137869369","0.869539300008516","0.869624457123393"
"21","0","9","1","1","6","1","Male","1","African-American","0.791790854125862","0.792046325470493","0.791790854125862","0.791876011240739","0.794856510261432","0.799795622924295"
"24","0","4","2","0","4","3","Male","1","Caucasian","0.790343183172954","0.790428340287831","0.790343183172954","0.790428340287831","0.794345567572171","0.794430724687048"
"26","0","8","1","0","9","4","Male","1","African-American","0.790343183172954","0.790428340287831","0.790343183172954","0.790428340287831","0.810099633824406","0.810184790939283"
"48","0","2","0","0","1","1","Male","0","Caucasian","0.794856510261432","0.794941667376309","0.794856510261432","0.794856510261432","0.800987822532573","0.803883164438389"
"24","0","5","1","0","4","5","Male","1","African-American","0.820744273184025","0.820914587413778","0.820744273184025","0.820829430298901","0.87473388401601","0.874819041130886"
"26","0","4","0","0","3","0","Male","0","Caucasian","0.819722387805501","0.819722387805501","0.819722387805501","0.819722387805501","0.819722387805501","0.819722387805501"
"46","0","1","0","0","1","0","Male","0","Caucasian","0.803372221749127","0.803457378864004","0.803372221749127","0.803457378864004","0.803372221749127","0.803457378864004"
"24","0","9","1","1","7","7","Male","0","African-American","0.793153367963893","0.79323852507877","0.793153367963893","0.79323852507877","0.821595844332794","0.822447415481564"
"21","0","5","0","0","7","0","Female","0","Caucasian","0.792386953930001","0.792472111044878","0.792386953930001","0.792472111044878","0.792386953930001","0.792472111044878"
"36","0","8","0","0","2","9","Male","0","African-American","0.78600017031423","0.786170484543984","0.785915013199353","0.78600017031423","0.816912203014562","0.819552073575747"
"30","0","4","0","0","3","5","Male","1","African-American","0.784722813591076","0.784807970705952","0.784722813591076","0.784807970705952","0.864770501575407","1"
"22","0","6","0","0","7","1","Female","0","Caucasian","0.795878395639956","0.79604870986971","0.795878395639956","0.797837009282126","0.845014050923955","0.845099208038832"
"25","0","9","0","0","8","0","Male","1","African-American","0.785574384739845","0.786425955888615","0.785574384739845","0.785659541854722","0.791365068551477","0.793153367963893"
"31","0","8","3","0","7","25","Male","1","African-American","0.792897896619263","0.802946436174742","0.792897896619263","0.79298305373414","0.813846546878992","0.820148173379886"
"24","0","4","0","0","5","0","Male","0","African-American","0.791961168355616","0.79213148258537","0.791961168355616","0.792046325470493","0.828152942178319","0.831218598313889"
"39","0","8","0","0","6","13","Male","1","African-American","0.804990206931789","0.805160521161543","0.804990206931789","0.805075364046666","0.815890317636038","0.815890317636038"
"46","0","1","0","0","1","0","Male","0","Other","0.804564421357404","0.804990206931789","0.804564421357404","0.804649578472281","0.811036362088052","0.811121519202929"
"30","0","3","0","0","3","4","Female","0","African-American","0.787362684152261","0.787447841267138","0.787362684152261","0.787788469726646","0.788469726645661","0.788554883760538"
"40","0","2","0","0","1","0","Male","0","Caucasian","0.790768968747339","0.792642425274632","0.790768968747339","0.790768968747339","0.790768968747339","0.792642425274632"
"52","0","1","0","0","1","0","Female","0","African-American","0.814698118027761","0.814868432257515","0.814698118027761","0.814783275142638","0.814698118027761","0.814868432257515"
"23","1","9","0","1","10","3","Male","0","African-American","0.784807970705952","0.787703312611769","0.784807970705952","0.784893127820829","0.868772885974623","0.873456527292855"
"26","0","2","0","0","2","1","Female","0","African-American","0.803627693093758","0.803712850208635","0.803627693093758","0.803712850208635","0.803627693093758","0.803712850208635"
"22","0","8","1","0","6","1","Male","1","Caucasian","0.802605807715235","0.804308950012774","0.802605807715235","0.802690964830112","0.80941837690539","0.810355105169037"
"42","0","4","0","0","2","3","Male","0","Caucasian","0.784552499361322","0.784637656476199","0.784552499361322","0.784552499361322","0.872264327684578","0.872860427488717"
"23","0","10","3","1","6","6","Male","1","African-American","0.791790854125862","0.803372221749127","0.791790854125862","0.791876011240739","0.877118283232564","0.877288597462318"
"33","0","3","0","0","2","4","Male","1","Other","0.8152942178319","0.815464532061654","0.8152942178319","0.815379374946777","0.82031848760964","0.82031848760964"
"50","0","1","0","0","1","1","Male","0","Caucasian","0.788554883760538","0.788640040875415","0.71651196457464","0.788640040875415","0.788554883760538","0.788640040875415"
"38","0","10","0","1","7","25","Male","1","Native American","0.79298305373414","0.793664310653155","0.79298305373414","0.807630077492975","0.844247636890062","0.844928893809078"
"24","0","6","0","0","6","3","Male","1","Hispanic","0.817848931278208","0.826194328536149","0.817848931278208","0.817934088393085","0.859064974878651","0.860597802946436"
"51","0","2","0","0","1","3","Male","0","African-American","0.815720003406285","0.815805160521162","0.815720003406285","0.815805160521162","0.815720003406285","0.815805160521162"
"19","0","4","0","0","7","1","Male","1","Caucasian","0.831388912543643","0.83147406965852","0.831388912543643","0.83147406965852","0.880950353402027","0.881035510516904"
"31","0","3","0","0","3","1","Female","1","Caucasian","0.798603423316018","0.798603423316018","0.798518266201141","0.800476879843311","0.806608192114451","0.806608192114451"
