"","age","educ","occ","sex","wageinc","wkswrkd"
"3276",28.0060293441638,"14","140","1",30000,52
"3277",27.2391173446085,"zzzOther","102","1",44000,52
"3278",25.3016960448585,"zzzOther","100","2",50000,52
"3279",42.1468759262934,"zzzOther","102","1",79000,52
"3280",24.2325023622252,"zzzOther","100","1",25000,23
"3281",54.0067209484987,"zzzOther","100","1",43000,52
"3282",36.2441384615377,"14","102","1",0,52
"3283",23.0936808234546,"zzzOther","101","1",45000,45
"3284",30.0930947540328,"zzzOther","101","1",80000,52
"3285",35.4925179141574,"zzzOther","101","1",88000,48
"3286",31.998862863984,"zzzOther","100","2",70000,39
"3287",24.4141843568068,"zzzOther","102","1",72000,52
"3288",25.0118829815183,"zzzOther","102","1",34900,52
"3289",39.5924023878761,"zzzOther","100","2",118000,48
"3290",30.3614177340642,"zzzOther","102","1",62000,28
"3291",32.4921845796052,"zzzOther","100","1",47000,52
"3292",23.4713046706747,"zzzOther","101","1",4000,8
"3293",31.0988547422457,"14","102","2",0,0
"3294",40.0854093027301,"zzzOther","102","1",64000,52
"3295",26.340335728135,"zzzOther","100","2",70000,50
"3296",32.0186113247182,"zzzOther","100","1",130000,50
"3297",28.9566451073624,"zzzOther","102","1",22000,12
"3298",27.7388866946567,"zzzOther","102","1",45000,52
"3299",48.2901892885566,"14","100","1",160000,50
"3300",32.3861539631616,"zzzOther","101","1",40000,52
"3301",29.9827333998401,"zzzOther","102","1",0,20
"3302",39.6000418593176,"zzzOther","100","2",12000,52
"3303",37.1612160052173,"zzzOther","102","1",94000,36
"3304",30.1309865887742,"zzzOther","102","1",90000,52
"3305",23.8322632873897,"zzzOther","101","1",75000,52
"3306",31.8812131944578,"zzzOther","101","1",0,45
"3307",25.2329988118727,"zzzOther","100","1",0,52
"3308",32.3329414601903,"zzzOther","102","1",72000,50
"3309",29.4178598010913,"zzzOther","101","2",0,0
"3310",30.9126080288552,"zzzOther","101","1",36000,50
"3311",49.6502741598524,"zzzOther","101","1",0,52
"3312",28.1762327169999,"zzzOther","101","1",0,0
"3313",35.7405743324198,"zzzOther","101","1",75000,51
"3314",28.3975102289114,"zzzOther","102","1",5000,52
"3315",30.4496297680307,"zzzOther","100","1",100000,52
"3316",32.7051811814308,"zzzOther","101","1",80000,48
"3317",58.628306865925,"zzzOther","101","1",75000,52
"3318",27.5843894542195,"zzzOther","100","1",78000,50
"3319",26.5127219022252,"zzzOther","100","1",78000,52
"3320",23.8265275384765,"zzzOther","101","2",52000,50
"3321",28.142167779617,"zzzOther","101","2",55000,52
"3322",35.8092521098442,"zzzOther","100","2",2500,2
"3323",25.2274697958492,"zzzOther","102","1",65000,50
"3324",22.8073098312598,"zzzOther","101","1",12500,35
"3325",51.4935435943771,"14","100","1",0,0
"3326",39.3542656393256,"zzzOther","102","1",4000,1
"3327",36.9660511764232,"zzzOther","102","1",13000,45
"3328",42.0527210510336,"zzzOther","102","1",63000,52
"3329",29.287083389936,"zzzOther","101","1",56000,52
"3330",22.2952244014014,"zzzOther","101","1",60000,52
"3331",37.9620921749156,"zzzOther","100","2",0,0
"3332",31.6386183947325,"14","100","1",115000,52
"3333",62.4092655556742,"zzzOther","140","2",102000,52
"3334",33.0719700388145,"zzzOther","141","1",0,0
"3335",30.1579145456199,"zzzOther","101","1",70000,40
"3336",48.0296608377248,"zzzOther","102","1",120000,52
"3337",26.9100939328782,"zzzOther","100","1",70000,52
"3338",31.1291293508839,"zzzOther","101","1",130000,52
"3339",59.1376406527124,"zzzOther","100","2",46000,52
"3340",35.7807518343907,"zzzOther","101","1",70000,48
"3341",23.7873143726029,"zzzOther","102","1",65000,21
"3342",37.9319988945499,"14","101","1",150000,52
"3343",34.9944985697512,"zzzOther","100","1",160000,50
"3344",35.4648285468575,"zzzOther","102","1",135000,52
"3345",36.0549700018018,"zzzOther","101","1",45000,52
"3346",53.0940753659233,"zzzOther","102","1",120000,52
"3347",28.5242344802245,"zzzOther","100","2",125000,52
"3348",36.8848450311925,"zzzOther","100","2",150000,52
"3349",28.603355395142,"zzzOther","100","1",60000,52
"3350",38.471273063682,"zzzOther","102","1",65000,52
"3351",33.9707146477886,"zzzOther","100","1",65000,52
"3352",28.9457056093961,"14","102","1",110000,52
"3353",58.0641713084187,"14","100","1",19000,42
"3354",22.0344922521617,"zzzOther","102","1",60000,12
"3355",30.2314718291163,"zzzOther","102","1",120000,26
"3356",58.4015403089579,"14","102","1",82000,47
"3357",34.311227297876,"zzzOther","100","1",0,52
"3358",30.6804463402368,"zzzOther","102","1",100000,52
"3359",26.4222188286949,"zzzOther","100","2",43000,52
"3360",28.1771024495829,"zzzOther","100","2",45000,52
"3361",42.6437727755401,"zzzOther","101","1",0,0
"3362",24.5785785634071,"zzzOther","100","1",25000,23
"3363",39.5096478569321,"zzzOther","100","1",55000,52
"3364",42.2584238732234,"16","102","1",82000,52
"3365",40.2611145852134,"zzzOther","102","1",120000,52
"3366",31.9906946218107,"zzzOther","106","2",45000,52
"3367",36.0155108480249,"zzzOther","102","1",163000,52
"3368",30.1664046314545,"16","100","1",87000,49
"3369",34.9290543301031,"zzzOther","101","1",100000,52
"3370",31.2405981365591,"zzzOther","101","1",38000,52
"3371",38.0214333091862,"zzzOther","101","1",100000,52
"3372",29.4481345897075,"zzzOther","102","1",80000,52
"3373",56.0776574725751,"14","101","2",48000,52
"3374",28.7867244947702,"14","101","1",45000,52
"3375",44.9386974079534,"zzzOther","100","1",101000,48
"3376",32.9304036928806,"16","141","1",115000,52
"3377",29.5662890435196,"zzzOther","102","1",85000,48
"3378",32.662239131052,"zzzOther","102","2",140000,40
"3379",46.2695766151883,"zzzOther","102","2",73000,52
"3380",36.6137006399222,"zzzOther","102","1",40000,20
"3381",21.7453937798273,"zzzOther","102","1",32000,44
"3382",29.2952169300988,"zzzOther","101","1",45400,50
"3383",29.4350792316254,"zzzOther","102","1",30000,52
"3384",25.4784946176223,"zzzOther","102","1",58000,52
"3385",24.2693982655182,"zzzOther","106","1",0,0
"3386",38.1086895328481,"14","102","1",84000,52
"3387",31.9995239665732,"zzzOther","100","1",20000,37
"3388",28.5744051593356,"zzzOther","106","2",60000,52
"3389",28.7402388961054,"14","106","2",85000,52
"3390",58.3225240225438,"zzzOther","101","1",0,51
"3391",31.185124091804,"zzzOther","101","1",72000,36
"3392",24.2786257872358,"zzzOther","102","2",18800,20
"3393",22.3801494208165,"zzzOther","141","1",20000,30
"3394",45.186499051284,"zzzOther","102","1",50000,52
"3395",28.1877898653038,"zzzOther","102","1",70000,52
"3396",34.7246646175627,"zzzOther","100","2",42000,52
"3397",25.8409874907229,"zzzOther","101","1",39000,52
"3398",32.2030041920952,"zzzOther","100","1",65000,52
"3399",30.0646606702358,"zzzOther","106","1",25000,48
"3400",25.2279056566767,"zzzOther","102","1",0,0
"3401",36.4826827594079,"zzzOther","102","1",29000,52
"3402",33.3755033868365,"zzzOther","102","1",15000,52
"3403",27.238044078229,"14","100","2",325000,52
"3404",47.7359709364828,"zzzOther","102","1",28300,21
"3405",29.5862630892079,"zzzOther","101","1",81000,52
"3406",32.7840840849094,"zzzOther","102","1",72000,28
"3407",23.6294224835001,"zzzOther","100","1",40000,50
"3408",46.3142409157008,"zzzOther","100","2",105000,52
"3409",27.6601202117745,"zzzOther","100","1",56000,50
"3410",30.9501815086696,"zzzOther","102","1",49000,52
"3411",27.3316865032539,"zzzOther","102","2",43300,52
"3412",31.7040274469182,"zzzOther","102","2",95000,52
"3413",27.8238142728806,"zzzOther","102","1",0,52
"3414",25.9589111953974,"zzzOther","102","1",100000,52
"3415",48.7593873185106,"zzzOther","102","1",144000,52
"3416",35.5809773264918,"zzzOther","102","1",70000,49
"3417",37.547268692404,"zzzOther","102","1",48500,52
"3418",46.1339845736511,"zzzOther","102","1",100000,40
"3419",57.7664438330103,"zzzOther","102","1",95000,52
"3420",23.484398617642,"zzzOther","101","1",62000,30
"3421",34.4725214610808,"14","102","1",85000,52
"3422",35.6933691247832,"zzzOther","100","2",30000,30
"3423",32.2533294376917,"zzzOther","100","1",140000,50
"3424",32.7402637577616,"zzzOther","102","1",85000,52
"3425",38.2661238459405,"14","102","1",0,26
"3426",49.4327334151603,"zzzOther","100","1",0,52
"3427",47.8543210537173,"zzzOther","101","1",0,0
"3428",26.1692188784946,"zzzOther","101","1",3700,20
"3429",29.7417251518928,"zzzOther","100","1",40000,52
"3430",26.5014793667942,"zzzOther","101","1",65000,28
"3431",39.6649122072849,"zzzOther","101","1",75000,52
"3432",39.9648806527257,"zzzOther","101","1",74000,35
"3433",36.6637127206195,"14","101","1",32000,35
"3434",34.7675544559024,"zzzOther","100","1",0,0
"3435",24.2165247004014,"zzzOther","101","1",51000,52
"3436",25.3050771276467,"zzzOther","100","1",20000,52
"3437",32.8520161502529,"zzzOther","141","1",60000,52
"3438",30.4811141821556,"zzzOther","102","1",140000,52
"3439",32.0410005010199,"zzzOther","102","2",0,42
"3440",36.5722178763244,"zzzOther","102","1",75000,52
"3441",23.5416240603663,"zzzOther","102","1",72000,52
"3442",32.9568530956749,"zzzOther","100","1",30000,52
"3443",30.0087693580426,"zzzOther","101","1",18100,8
"3444",30.5449065808207,"14","141","1",66000,52
"3445",27.5859832561109,"zzzOther","102","2",81000,52
"3446",53.2535914937034,"zzzOther","101","1",35000,52
"3447",30.4720112357754,"zzzOther","102","1",80000,50
"3448",45.3156533180736,"zzzOther","100","1",325000,50
"3449",35.9317786414176,"zzzOther","101","1",84000,52
"3450",64.872422557557,"zzzOther","100","1",27000,52
"3451",28.2604307208676,"14","102","1",70000,51
"3452",47.7598911651876,"zzzOther","100","2",0,52
"3453",29.0044069550931,"zzzOther","102","1",92000,52
"3454",32.026781330118,"14","100","1",65000,32
"3455",55.4561243776698,"zzzOther","100","1",150000,50
"3456",36.9936633687466,"zzzOther","102","1",41000,52
"3457",34.1962835886516,"zzzOther","102","1",102000,52
"3458",24.696975075407,"zzzOther","100","2",55000,52
"3459",30.6694982745685,"zzzOther","100","1",0,0
"3460",32.0663254235405,"zzzOther","102","1",85000,52
"3461",35.4058341816999,"zzzOther","101","1",82000,48
"3462",27.7469311573077,"zzzOther","101","1",47000,52
"3463",28.8326079999097,"zzzOther","101","1",78000,50
"3464",53.4211930925958,"14","101","1",0,0
"3465",25.95143035613,"zzzOther","100","1",75000,52
"3466",28.8398394684773,"zzzOther","102","1",75000,52
"3467",31.288611813914,"zzzOther","100","1",37000,52
"3468",28.7272070455365,"zzzOther","100","2",7500,26
"3469",27.5869982582517,"zzzOther","102","1",83000,52
"3470",27.8943742245901,"zzzOther","102","1",82000,52
"3471",28.8653972982429,"zzzOther","100","1",20000,48
"3472",25.2985507040285,"zzzOther","101","1",120000,52
"3473",31.7612467424478,"16","102","1",100000,52
"3474",34.5096491256263,"14","102","1",72000,52
"3475",25.0305356266908,"zzzOther","100","1",60000,52
"3476",27.7674272665754,"zzzOther","101","1",100000,40
"3477",50.3430434761103,"zzzOther","102","1",65000,52
"3478",31.1668152541388,"14","102","2",94000,52
"3479",35.8448292429093,"zzzOther","102","2",93000,52
"3480",43.1914095804095,"zzzOther","102","1",100000,52
"3481",30.5574162439443,"zzzOther","141","1",70000,50
"3482",40.6005680239759,"zzzOther","141","1",48000,52
"3483",38.203908422729,"zzzOther","102","1",0,52
"3484",28.7832253538072,"zzzOther","102","1",40000,40
"3485",51.1670668888837,"16","102","2",5200,37
"3486",47.8963922380935,"zzzOther","100","1",13300,27
"3487",29.4236951819621,"14","102","1",75000,52
"3488",50.624645116739,"zzzOther","100","1",65000,52
"3489",30.1095198756084,"14","102","1",110000,50
"3490",28.8133322044741,"zzzOther","102","2",39900,32
"3491",46.3951530195773,"zzzOther","100","1",81000,52
"3492",37.0361420267727,"16","100","2",82000,52
"3493",26.0027708872221,"zzzOther","102","1",21400,52
"3494",50.7839673452545,"16","100","1",109000,52
"3495",33.0177539833821,"zzzOther","101","1",51000,52
"3496",37.1979176078457,"zzzOther","101","1",76000,52
"3497",36.8180095457938,"16","101","2",31100,43
"3498",26.3071991109755,"zzzOther","100","2",8000,35
"3499",26.5512865206692,"zzzOther","102","1",80000,52
"3500",37.7042329339311,"zzzOther","106","2",80000,52
"3501",28.3440827699378,"zzzOther","102","1",82000,52
"3502",29.9028246111702,"zzzOther","102","1",55000,52
"3503",60.5246840298641,"zzzOther","100","1",30000,33
"3504",29.2912194000091,"zzzOther","106","1",0,51
"3505",37.5010000620969,"14","102","2",67000,37
"3506",35.5852635016199,"zzzOther","101","1",40000,52
"3507",29.8638031841256,"zzzOther","101","1",33000,52
"3508",57.8517431155778,"zzzOther","102","1",52000,52
"3509",39.3690174878575,"zzzOther","100","1",89000,52
"3510",28.9743718649261,"16","100","1",17700,32
"3511",26.2290333157871,"zzzOther","102","1",30000,52
"3512",32.1572074687574,"zzzOther","102","1",28800,52
"3513",34.7106932180468,"zzzOther","102","1",23000,30
"3514",33.8066844409332,"14","102","1",65000,52
"3515",41.7409585765563,"zzzOther","102","2",0,0
"3516",48.0944129284471,"zzzOther","100","1",10000,52
"3517",31.379630032694,"zzzOther","106","2",140000,49
"3518",29.9449796115514,"zzzOther","100","1",0,49
"3519",33.2316581346095,"zzzOther","102","1",48000,52
"3520",27.2647199656349,"14","102","1",60000,52
"3521",47.1247927462682,"zzzOther","101","1",70000,24
"3522",36.593610821059,"zzzOther","101","1",42000,52
"3523",32.0057850650046,"zzzOther","100","1",34000,52
"3524",29.804145752918,"zzzOther","102","2",30000,52
"3525",24.5392049779184,"zzzOther","100","1",45000,52
"3526",24.4056652456056,"zzzOther","100","2",36000,52
"3527",36.0597588985693,"zzzOther","102","1",107000,52
"3528",35.7723398988601,"zzzOther","141","1",25500,48
"3529",31.7670007697307,"zzzOther","101","1",94000,43
"3530",30.9210907514207,"zzzOther","102","1",53000,52
"3531",38.1756050609984,"zzzOther","141","1",100000,52
"3532",42.3944270170759,"zzzOther","102","1",110000,52
"3533",51.6811635380145,"zzzOther","102","2",77000,52
"3534",55.8162205796689,"14","100","1",0,52
"3535",53.9268961842172,"zzzOther","102","2",0,0
"3536",26.749495848082,"zzzOther","100","2",0,4
"3537",29.1661475002766,"zzzOther","100","1",90000,52
"3538",30.9517860680353,"zzzOther","101","1",4000,52
"3539",32.4520552507602,"zzzOther","102","1",0,16
"3540",38.2320648375899,"zzzOther","100","1",55000,52
"3541",43.7577432135586,"zzzOther","100","1",75000,52
"3542",44.3030320187099,"zzzOther","102","1",130000,52
"3543",29.2742185788229,"14","102","1",102000,52
"3544",27.975011427654,"zzzOther","102","1",55000,48
"3545",37.5943699819036,"zzzOther","101","1",50000,52
"3546",32.4629916388076,"zzzOther","102","1",60000,50
"3547",38.8121617685538,"zzzOther","102","2",100000,52
"3548",39.9408983695321,"16","102","1",51000,30
"3549",32.6250478334259,"14","100","1",55000,42
"3550",52.6990617723204,"14","100","1",109000,52
"3551",31.5825002831407,"16","102","1",30000,52
"3552",42.798323454801,"zzzOther","100","2",325000,52
"3553",34.4524337956682,"zzzOther","102","1",75000,50
"3554",34.7796663658228,"14","101","2",68000,51
"3555",35.5407967027277,"zzzOther","102","1",54000,52
"3556",63.5952588855289,"zzzOther","100","1",0,6
"3557",32.9254261339083,"zzzOther","101","1",35000,52
"3558",43.2379896179773,"zzzOther","101","1",325000,52
"3559",26.0687530301511,"zzzOther","141","1",55000,30
"3560",53.5669932991732,"zzzOther","102","1",48000,52
"3561",37.463264267426,"zzzOther","100","1",0,42
"3562",29.8551058608573,"zzzOther","102","1",95000,49
"3563",32.7895508625079,"zzzOther","100","1",0,20
"3564",37.5294903940521,"zzzOther","100","1",0,50
"3565",32.8013797444291,"zzzOther","102","1",55000,52
"3566",40.1963050989434,"zzzOther","101","2",81000,52
"3567",42.1577064064331,"zzzOther","102","1",92000,52
"3568",23.4714653843548,"zzzOther","102","1",55000,52
"3569",41.4111626138911,"zzzOther","102","1",90000,40
"3570",41.3878100500442,"zzzOther","102","1",90000,40
"3571",33.0907321844716,"zzzOther","141","1",70000,52
"3572",36.2256624680012,"14","101","1",12000,25
"3573",25.9663755460642,"zzzOther","102","1",65000,52
"3574",43.9986600119155,"zzzOther","101","2",82000,52
"3575",33.3914739054162,"zzzOther","102","2",101000,52
"3576",51.9216159000061,"zzzOther","101","1",0,0
"3577",68.6831373963505,"16","100","1",7200,26
"3578",31.2014924995601,"zzzOther","102","1",69000,52
"3579",51.4529443583451,"14","102","1",76000,52
"3580",29.5663217643742,"zzzOther","100","1",150000,52
"3581",59.7773416542914,"zzzOther","100","1",12000,48
"3582",28.3931230227463,"zzzOther","101","1",70000,3
"3583",35.5141565855592,"zzzOther","101","1",11000,16
"3584",33.5451580570079,"14","101","1",85000,52
"3585",40.7794957477599,"zzzOther","100","1",80000,52
"3586",30.1646256751847,"zzzOther","101","1",95000,52
"3587",33.1205393359996,"14","101","1",100000,52
"3588",29.2766497044358,"14","101","1",64000,52
"3589",30.0816453816369,"14","102","2",50000,52
"3590",54.1654253639281,"14","141","1",120000,52
"3591",24.8518963328097,"zzzOther","102","1",19000,2
"3592",22.6025465691928,"zzzOther","102","1",0,0
"3593",32.646275640931,"zzzOther","102","1",12000,26
"3594",23.4324758653529,"zzzOther","100","1",70000,30
"3595",27.2297725575045,"zzzOther","102","1",65000,52
"3596",35.7400404058862,"zzzOther","102","2",75000,38
"3597",26.5293503741268,"zzzOther","102","1",80000,52
"3598",34.141679655062,"zzzOther","102","1",147000,52
"3599",29.7477566616144,"zzzOther","101","1",85000,52
"3600",24.7364814723842,"zzzOther","102","1",55000,52
"3601",29.3020752470475,"zzzOther","102","1",75000,52
"3602",29.3107809459325,"14","102","1",72000,45
"3603",29.6566741440911,"14","102","1",110000,50
"3604",37.5962347530294,"zzzOther","101","1",76000,52
"3605",45.256800605217,"zzzOther","141","1",120000,52
"3606",55.2027847804129,"zzzOther","102","2",164000,52
"3607",49.0851838628296,"zzzOther","101","1",60000,52
"3608",53.1909918840975,"zzzOther","100","2",0,0
"3609",35.0457192587201,"zzzOther","141","1",77000,52
"3610",30.9295297670178,"zzzOther","102","1",80000,50
"3611",34.3752421569079,"zzzOther","102","1",20000,34
"3612",52.7026638141833,"14","101","1",100000,52
"3613",35.0030126669444,"zzzOther","100","1",38000,52
"3614",39.8422656569164,"zzzOther","102","2",0,50
"3615",26.506073105149,"zzzOther","102","1",64000,52
"3616",55.4054707242176,"zzzOther","141","1",90000,52
"3617",32.426311025396,"zzzOther","100","2",44000,36
"3618",29.4372007916681,"zzzOther","101","1",10400,12
"3619",37.625171950087,"zzzOther","101","1",7000,50
"3620",37.9435692976695,"14","102","1",105000,52
"3621",40.8236189209856,"zzzOther","102","1",141000,52
"3622",33.1048038832378,"zzzOther","102","1",80000,52
"3623",41.3060376131907,"14","101","2",75000,52
"3624",34.5741720739752,"zzzOther","100","2",38100,52
"3625",45.9214612792712,"zzzOther","100","1",105000,52
"3626",32.6583350338042,"14","100","1",9800,4
"3627",29.3066485675517,"14","101","2",30000,50
"3628",61.3161204520147,"zzzOther","101","1",85000,52
"3629",33.9921527265105,"zzzOther","102","1",38400,52
"3630",47.1125229047611,"zzzOther","101","1",60000,52
"3631",47.6988762782421,"zzzOther","102","1",54000,52
"3632",51.3835099146236,"14","102","2",42000,52
"3633",31.5743690088857,"zzzOther","102","1",60000,52
"3634",22.7038564740214,"zzzOther","102","1",20000,30
"3635",25.4928750046529,"zzzOther","140","1",80000,52
"3636",56.4759971031453,"zzzOther","102","1",0,50
"3637",38.9548127402086,"zzzOther","101","2",6700,52
"3638",36.9254486677237,"16","101","1",60000,52
"3639",26.0877628356684,"zzzOther","141","1",6500,20
"3640",35.3449902585708,"14","102","1",0,0
"3641",38.967639598297,"zzzOther","101","1",79000,46
"3642",33.4093389166519,"zzzOther","102","1",100000,52
"3643",62.9258827860467,"14","101","1",80000,52
"3644",47.5802962752059,"14","106","2",93000,52
"3645",31.6291626922321,"zzzOther","140","1",50000,42
"3646",36.091313647572,"zzzOther","101","2",90000,52
"3647",29.8701476058923,"zzzOther","102","2",67000,42
"3648",35.597161430167,"zzzOther","102","1",60000,50
"3649",43.7742247404531,"zzzOther","101","2",85000,52
"3650",52.6611907333136,"14","100","1",0,4
"3651",47.5705374947283,"16","100","1",75000,45
"3652",37.5221205879934,"16","100","2",60000,45
"3653",42.0382204151247,"zzzOther","100","1",65000,52
"3654",29.9924631572794,"zzzOther","106","1",20000,50
"3655",33.4972561772447,"zzzOther","102","2",50000,28
"3656",49.5762162986211,"zzzOther","101","1",140000,52
"3657",27.8421775593888,"zzzOther","100","1",50000,52
"3658",26.3779586935416,"zzzOther","100","1",32000,42
"3659",28.53811180708,"14","102","1",325000,52
"3660",49.8858374734409,"zzzOther","102","1",100000,47
"3661",30.8280241757166,"zzzOther","102","1",110000,52
"3662",31.5514976039995,"zzzOther","102","1",40000,52
"3663",28.4518367047422,"zzzOther","101","1",66000,52
"3664",35.1829830298666,"14","102","1",70000,52
"3665",29.4504800711293,"14","102","1",115000,52
"3666",42.0634408250917,"zzzOther","100","1",51000,52
"3667",42.3213308334816,"zzzOther","100","2",62000,26
"3668",44.3443218974862,"zzzOther","102","2",82000,52
"3669",36.8729883234482,"zzzOther","100","1",0,52
"3670",25.1088841874152,"14","102","1",33000,52
"3671",28.8568499169778,"zzzOther","140","1",85000,52
"3672",46.5287394085899,"zzzOther","100","2",69000,52
"3673",38.392720261123,"zzzOther","101","2",3000,3
"3674",50.1415138817392,"zzzOther","102","2",33000,52
"3675",29.8959551474545,"zzzOther","102","1",32500,35
"3676",33.995771456277,"zzzOther","100","1",52000,48
"3677",31.2184171718545,"14","100","1",41000,52
"3678",31.8763857362792,"zzzOther","102","1",70000,52
"3679",30.0596079383977,"zzzOther","101","2",50000,52
"3680",48.5604044629727,"zzzOther","101","2",50000,3
"3681",38.2438129484653,"zzzOther","100","1",68000,52
"3682",31.5612212298438,"14","102","1",80000,52
"3683",37.560035036644,"zzzOther","100","2",65000,52
"3684",41.4566215998493,"zzzOther","102","1",50000,52
"3685",40.3684130921029,"14","102","2",90000,52
"3686",30.4001019462012,"zzzOther","101","1",46000,48
"3687",30.5690494701266,"zzzOther","100","2",27900,51
"3688",38.0035158591345,"zzzOther","101","1",120000,52
"3689",39.322711290326,"zzzOther","101","2",49000,52
"3690",47.7726146674249,"zzzOther","100","1",325000,52
"3691",26.4976468435489,"14","140","1",101000,52
"3692",49.9378067350481,"zzzOther","101","1",72000,52
"3693",37.3061531491112,"zzzOther","102","1",0,48
"3694",49.8554152671713,"zzzOther","141","2",70000,52
"3695",31.1396296906751,"zzzOther","101","1",40000,50
"3696",26.7561881346628,"zzzOther","101","1",3400,26
"3697",40.1752640013583,"zzzOther","100","1",67000,52
"3698",46.8443976200651,"zzzOther","106","2",50000,52
"3699",36.371956721181,"zzzOther","100","2",77000,50
"3700",43.7383001269773,"14","102","1",100000,52
"3701",37.5426955658477,"14","102","1",100000,50
"3702",37.4821314574219,"zzzOther","102","2",78000,52
"3703",25.1958589910064,"zzzOther","100","1",66000,52
"3704",37.6623675387818,"zzzOther","101","1",25700,9
"3705",27.7265959582292,"zzzOther","100","2",64000,52
"3706",32.6318013607524,"14","102","1",120000,52
"3707",28.2971717067994,"zzzOther","102","2",55000,45
"3708",42.9399620629847,"zzzOther","100","2",19000,40
"3709",62.5041139998939,"16","141","1",90000,52
"3710",51.5195939268451,"14","102","1",65000,52
"3711",39.867861576844,"14","101","2",70000,52
"3712",41.0617676000111,"zzzOther","101","2",58000,52
"3713",29.5002753466833,"14","101","1",40000,26
"3714",33.3120429150295,"zzzOther","102","2",127000,52
"3715",40.822312747594,"zzzOther","140","1",80000,52
"3716",41.1229749883059,"zzzOther","106","1",48000,52
"3717",31.805112878792,"zzzOther","102","1",100000,48
"3718",39.478703830624,"zzzOther","102","1",48200,52
"3719",27.1563337149564,"zzzOther","100","1",35000,52
"3720",37.4888255598489,"16","100","2",100000,52
"3721",24.8120775762945,"zzzOther","102","1",55000,52
"3722",42.4719913678709,"zzzOther","100","2",33200,52
"3723",29.428518458968,"14","100","1",32000,51
"3724",30.2564997288864,"14","102","1",80000,50
"3725",30.7917438687291,"14","100","1",30000,18
"3726",50.6120896928478,"14","141","1",25000,50
"3727",45.3348737552296,"14","101","1",0,49
"3728",48.627748549683,"zzzOther","141","1",50000,50
"3729",23.8690078549553,"zzzOther","101","2",35000,52
"3730",24.2587399550248,"zzzOther","102","1",48000,52
"3731",29.7240012437105,"zzzOther","102","1",70000,52
"3732",26.0548410068732,"zzzOther","102","2",75000,52
"3733",56.5776968810242,"zzzOther","100","1",125000,52
"3734",48.8009928909596,"zzzOther","102","1",65000,52
"3735",33.4615421341732,"zzzOther","102","1",55000,52
"3736",37.8391167842783,"zzzOther","141","1",50000,52
"3737",41.2032170046587,"zzzOther","102","1",120000,52
"3738",37.0269978658762,"14","101","2",22000,40
"3739",26.289745742688,"zzzOther","101","1",65000,51
"3740",47.4662517583929,"zzzOther","101","1",325000,52
"3741",41.3976146825589,"zzzOther","102","1",100000,52
"3742",61.1949994745664,"14","101","1",0,0
"3743",39.4097689734772,"zzzOther","106","1",172000,50
"3744",42.7959394447971,"16","102","1",135000,52
"3745",28.6599218782503,"zzzOther","102","2",0,0
"3746",40.7258513215929,"zzzOther","102","2",57000,52
"3747",27.3490147977136,"zzzOther","106","1",45500,52
"3748",52.6110809992533,"zzzOther","100","1",86000,52
"3749",69.3300677200314,"zzzOther","102","1",0,0
"3750",27.8505982041825,"zzzOther","100","1",60000,52
"3751",41.583642808022,"zzzOther","101","2",0,0
"3752",45.4508782406338,"14","140","1",20000,50
"3753",30.2327787126414,"zzzOther","102","1",75000,50
"3754",56.6565363781992,"16","100","1",81000,52
"3755",40.4346761899069,"zzzOther","102","2",160000,52
"3756",32.065472234739,"zzzOther","102","2",45000,52
"3757",54.9435997479595,"zzzOther","100","1",125000,52
"3758",34.203500488773,"zzzOther","101","1",90000,52
"3759",50.4857184235007,"zzzOther","102","1",105000,52
"3760",29.8150244585704,"zzzOther","102","1",70000,46
"3761",40.3636857520323,"zzzOther","102","2",66000,52
"3762",36.7259495300241,"zzzOther","102","1",140000,52
"3763",65.8098547132686,"14","141","1",0,52
"3764",42.7876086286269,"zzzOther","102","2",65000,52
"3765",45.0763113333378,"14","102","2",72000,52
"3766",30.6876769808587,"zzzOther","100","2",28000,52
"3767",43.9211264052428,"zzzOther","102","1",75000,52
"3768",30.838931731414,"zzzOther","101","2",5700,20
"3769",40.8497435408644,"14","141","1",95000,52
"3770",55.0042931411881,"zzzOther","102","1",90000,52
"3771",32.2347102507483,"zzzOther","102","1",45500,52
"3772",34.433661761228,"zzzOther","102","1",70000,52
"3773",29.4396608897951,"zzzOther","102","2",70000,52
"3774",43.1485601412132,"zzzOther","100","1",110000,52
"3775",52.0750395492651,"zzzOther","101","2",43000,50
"3776",39.2628814261407,"14","102","1",50000,52
"3777",42.230329582002,"14","141","1",140000,52
"3778",43.1758013118524,"zzzOther","141","1",60000,46
"3779",29.9316004049033,"14","101","1",0,26
"3780",29.0502686642576,"14","101","1",41000,52
"3781",42.8504101056606,"14","101","1",76000,52
"3782",44.2797284640837,"zzzOther","102","2",66000,52
"3783",44.5115599511191,"zzzOther","102","1",82000,52
"3784",20.6680996324867,"zzzOther","102","2",3000,26
"3785",89.7830155726988,"14","100","2",0,0
"3786",26.6085825117771,"zzzOther","102","1",90000,52
"3787",24.9340898310766,"zzzOther","141","1",50000,51
"3788",29.482544079423,"zzzOther","102","2",30000,26
"3789",34.9424208018463,"14","102","1",90000,52
"3790",42.9948563794605,"zzzOther","102","1",25000,40
"3791",35.4383177103009,"14","102","1",0,25
"3792",38.4346795885358,"zzzOther","100","2",40000,52
"3793",23.9436729834415,"zzzOther","100","1",0,0
